id,rgb_gt,ir_gt,class_id,label_iou,center_shift_over_rgb_sqrt_area,rgb_gt_candidate_degree_at_01,ir_gt_candidate_degree_at_01,unique_gt_pair_at_01,label_assignment_margin,rgb_hit,ir_hit,rgb_prediction_index,ir_prediction_index,rgb_confidence,ir_confidence,rgb_candidate_iou,ir_own_iou,ir_direct_rgb_iou,any_same_class_rough_conf05,any_any_class_rough_conf05,any_same_class_iou50_conf05,rgb_luminance
00006,0,0,0,1.0,0.0,1,1,True,1.0,True,True,1,11,0.7677428126335144,0.8387582302093506,0.8353398377888572,0.9278674347015103,0.9278674347015103,True,True,True,7.644718647003174
00006,1,1,0,1.0,0.0,1,1,True,1.0,True,True,5,14,0.6978749632835388,0.834502100944519,0.7888283829182092,0.8951898474329197,0.8951898474329197,True,True,True,7.644718647003174
00006,2,2,0,1.0,0.0,1,1,True,1.0,True,True,0,0,0.7857796549797058,0.8577633500099182,0.9332967440950766,0.9177081014977908,0.9177081014977908,True,True,True,7.644718647003174
00006,3,3,0,1.0,0.0,1,1,True,1.0,True,True,2,4,0.745959997177124,0.8515080809593201,0.8517657992007703,0.8994869387814051,0.8994869387814051,True,True,True,7.644718647003174
00006,4,4,0,1.0,0.0,1,1,True,1.0,True,True,9,7,0.600055992603302,0.842522919178009,0.8610466768850272,0.8414861516211285,0.8414861516211285,True,True,True,7.644718647003174
00006,5,7,0,1.0,0.0,1,1,True,1.0,True,True,3,16,0.745671808719635,0.8227000832557678,0.7582319001065403,0.9571042746180303,0.9571042746180303,True,True,True,7.644718647003174
00006,6,8,1,1.0,0.0,1,1,True,1.0,False,True,,22,,0.32885265350341797,,0.9153099535761134,0.9153099535761134,False,True,False,7.644718647003174
00006,7,9,0,0.6658878764608241,0.12755109917848795,1,1,True,0.6658878764608241,True,True,7,12,0.6695186495780945,0.8354920744895935,0.7561762578892929,0.9056434366173924,0.707883959128182,True,True,True,7.644718647003174
00006,8,10,0,1.0,0.0,1,1,True,1.0,False,True,,3,,0.8520628213882446,,0.9154272291408106,0.9154272291408106,False,False,False,7.644718647003174
00006,9,11,0,1.0,0.0,1,1,True,1.0,True,True,6,5,0.691323459148407,0.8512799739837646,0.870358413521051,0.9445164178746998,0.9445164178746998,True,True,True,7.644718647003174
00006,10,13,0,1.0,0.0,1,1,True,1.0,False,True,,15,,0.8273338079452515,,0.9589023957324697,0.9589023957324697,True,True,True,7.644718647003174
00006,11,14,0,1.0,0.0,1,1,True,1.0,False,True,,2,,0.8543223142623901,,0.9408179577373575,0.9408179577373575,False,False,False,7.644718647003174
00006,12,15,0,1.0,0.0,1,1,True,1.0,True,True,8,13,0.6352463960647583,0.8345614075660706,0.7500600251326643,0.8901001233131224,0.8901001233131224,True,True,True,7.644718647003174
00006,13,16,0,1.0,0.0,1,1,True,1.0,True,True,4,1,0.7239652276039124,0.8546144366264343,0.826608352480224,0.9314735330318241,0.9314735330318241,True,True,True,7.644718647003174
00006,14,17,0,1.0,0.0,1,1,True,1.0,False,True,,9,,0.8396205902099609,,0.9644604648575906,0.9644604648575906,True,True,True,7.644718647003174
00006,15,18,0,1.0,0.0,1,1,True,1.0,False,True,,18,,0.7944731116294861,,0.7784847900161812,0.7784847900161812,True,True,True,7.644718647003174
00006,16,19,0,0.9642856244897994,0.028752805246258107,1,1,True,0.9642856244897994,False,True,,10,,0.8396015763282776,,0.9164729663734684,0.9074159152506367,True,True,True,7.644718647003174
